concept:name,time:timestamp,case:concept:name
A,2023-03-12T23:51:28.640+01:00,148
D,2023-03-12T23:51:33.660+01:00,148
E,2023-03-12T23:51:37.664+01:00,148
A,2023-03-12T23:51:29.386+01:00,149
D,2023-03-12T23:51:34.391+01:00,149
E,2023-03-12T23:51:35.432+01:00,149
A,2023-03-12T23:51:30.147+01:00,150
C,2023-03-12T23:51:31.238+01:00,150
B,2023-03-12T23:51:31.306+01:00,150
X,2023-03-12T23:51:36.315+01:00,150
Y,2023-03-12T23:51:39.340+01:00,150
A,2023-03-12T23:51:30.234+01:00,151
C,2023-03-12T23:51:31.300+01:00,151
B,2023-03-12T23:51:31.321+01:00,151
X,2023-03-12T23:51:36.343+01:00,151
Y,2023-03-12T23:51:40.349+01:00,151
A,2023-03-12T23:51:30.901+01:00,152
B,2023-03-12T23:51:31.954+01:00,152
C,2023-03-12T23:51:32.031+01:00,152
X,2023-03-12T23:51:37.042+01:00,152
Y,2023-03-12T23:51:41.055+01:00,152
A,2023-03-12T23:51:31.890+01:00,153
B,2023-03-12T23:51:32.966+01:00,153
C,2023-03-12T23:51:33.102+01:00,153
X,2023-03-12T23:51:38.109+01:00,153
Y,2023-03-12T23:51:42.117+01:00,153
A,2023-03-12T23:51:31.950+01:00,154
D,2023-03-12T23:51:32.967+01:00,154
E,2023-03-12T23:51:35.995+01:00,154
A,2023-03-12T23:51:32.415+01:00,155
D,2023-03-12T23:51:35.426+01:00,155
E,2023-03-12T23:51:36.435+01:00,155
A,2023-03-12T23:51:32.604+01:00,156
D,2023-03-12T23:51:34.629+01:00,156
E,2023-03-12T23:51:38.640+01:00,156
A,2023-03-12T23:51:34.679+01:00,157
D,2023-03-12T23:51:35.708+01:00,157
E,2023-03-12T23:51:39.720+01:00,157
A,2023-03-12T23:51:35.263+01:00,158
D,2023-03-12T23:51:38.276+01:00,158
E,2023-03-12T23:51:43.306+01:00,158
A,2023-03-12T23:51:35.575+01:00,159
D,2023-03-12T23:51:39.587+01:00,159
E,2023-03-12T23:51:40.600+01:00,159
A,2023-03-12T23:51:35.663+01:00,160
D,2023-03-12T23:51:38.679+01:00,160
E,2023-03-12T23:51:42.691+01:00,160
A,2023-03-12T23:51:36.218+01:00,161
D,2023-03-12T23:51:40.235+01:00,161
E,2023-03-12T23:51:43.275+01:00,161
A,2023-03-12T23:51:36.539+01:00,162
C,2023-03-12T23:51:37.617+01:00,162
B,2023-03-12T23:51:37.695+01:00,162
X,2023-03-12T23:51:42.714+01:00,162
Y,2023-03-12T23:51:47.753+01:00,162
A,2023-03-12T23:51:36.786+01:00,163
D,2023-03-12T23:51:40.803+01:00,163
E,2023-03-12T23:51:43.823+01:00,163
A,2023-03-12T23:51:37.752+01:00,164
B,2023-03-12T23:51:38.796+01:00,164
C,2023-03-12T23:51:38.849+01:00,164
X,2023-03-12T23:51:43.860+01:00,164
Y,2023-03-12T23:51:47.872+01:00,164
A,2023-03-12T23:51:38.596+01:00,165
D,2023-03-12T23:51:40.610+01:00,165
E,2023-03-12T23:51:41.623+01:00,165
A,2023-03-12T23:51:39.396+01:00,166
D,2023-03-12T23:51:40.406+01:00,166
E,2023-03-12T23:51:41.412+01:00,166
A,2023-03-12T23:51:40.101+01:00,167
D,2023-03-12T23:51:41.127+01:00,167
E,2023-03-12T23:51:45.134+01:00,167
A,2023-03-12T23:51:40.239+01:00,168
B,2023-03-12T23:51:41.292+01:00,168
C,2023-03-12T23:51:41.309+01:00,168
X,2023-03-12T23:51:46.338+01:00,168
Y,2023-03-12T23:51:50.347+01:00,168
A,2023-03-12T23:51:40.259+01:00,169
D,2023-03-12T23:51:41.265+01:00,169
E,2023-03-12T23:51:42.279+01:00,169
A,2023-03-12T23:51:40.668+01:00,170
D,2023-03-12T23:51:42.711+01:00,170
E,2023-03-12T23:51:47.723+01:00,170
A,2023-03-12T23:51:42.574+01:00,171
D,2023-03-12T23:51:45.579+01:00,171
E,2023-03-12T23:51:47.590+01:00,171
A,2023-03-12T23:51:42.657+01:00,172
C,2023-03-12T23:51:43.697+01:00,172
B,2023-03-12T23:51:43.788+01:00,172
X,2023-03-12T23:51:48.809+01:00,172
Y,2023-03-12T23:51:49.845+01:00,172
A,2023-03-12T23:51:42.806+01:00,173
B,2023-03-12T23:51:43.879+01:00,173
C,2023-03-12T23:51:43.926+01:00,173
X,2023-03-12T23:51:48.954+01:00,173
Y,2023-03-12T23:51:51.964+01:00,173
A,2023-03-12T23:51:44.027+01:00,174
B,2023-03-12T23:51:45.101+01:00,174
C,2023-03-12T23:51:45.120+01:00,174
X,2023-03-12T23:51:50.131+01:00,174
Y,2023-03-12T23:51:51.140+01:00,174
A,2023-03-12T23:51:44.025+01:00,175
D,2023-03-12T23:51:45.052+01:00,175
E,2023-03-12T23:51:47.066+01:00,175
A,2023-03-12T23:51:44.642+01:00,176
D,2023-03-12T23:51:48.662+01:00,176
E,2023-03-12T23:51:51.704+01:00,176
A,2023-03-12T23:51:44.758+01:00,177
D,2023-03-12T23:51:49.783+01:00,177
E,2023-03-12T23:51:51.799+01:00,177
A,2023-03-12T23:51:45.308+01:00,178
D,2023-03-12T23:51:49.322+01:00,178
E,2023-03-12T23:51:51.358+01:00,178
A,2023-03-12T23:51:47.013+01:00,179
D,2023-03-12T23:51:48.025+01:00,179
E,2023-03-12T23:51:50.033+01:00,179
A,2023-03-12T23:51:47.114+01:00,180
B,2023-03-12T23:51:48.156+01:00,180
C,2023-03-12T23:51:48.211+01:00,180
X,2023-03-12T23:51:53.250+01:00,180
Y,2023-03-12T23:51:54.258+01:00,180
A,2023-03-12T23:51:47.789+01:00,181
B,2023-03-12T23:51:48.851+01:00,181
C,2023-03-12T23:51:48.918+01:00,181
X,2023-03-12T23:51:53.925+01:00,181
Y,2023-03-12T23:51:56.952+01:00,181
A,2023-03-12T23:51:48.641+01:00,182
B,2023-03-12T23:51:49.679+01:00,182
C,2023-03-12T23:51:49.762+01:00,182
X,2023-03-12T23:51:54.784+01:00,182
Y,2023-03-12T23:51:55.815+01:00,182
A,2023-03-12T23:51:48.899+01:00,183
B,2023-03-12T23:51:49.955+01:00,183
C,2023-03-12T23:51:50.008+01:00,183
X,2023-03-12T23:51:55.018+01:00,183
Y,2023-03-12T23:51:59.036+01:00,183
A,2023-03-12T23:51:49.513+01:00,184
D,2023-03-12T23:51:52.525+01:00,184
E,2023-03-12T23:51:56.532+01:00,184
A,2023-03-12T23:51:49.937+01:00,185
D,2023-03-12T23:51:50.955+01:00,185
E,2023-03-12T23:51:53.966+01:00,185
A,2023-03-12T23:51:50.605+01:00,186
D,2023-03-12T23:51:55.610+01:00,186
E,2023-03-12T23:51:57.615+01:00,186
A,2023-03-12T23:51:50.980+01:00,187
D,2023-03-12T23:51:52.994+01:00,187
E,2023-03-12T23:51:55.009+01:00,187
A,2023-03-12T23:51:51.024+01:00,188
C,2023-03-12T23:51:52.066+01:00,188
B,2023-03-12T23:51:52.098+01:00,188
X,2023-03-12T23:51:57.106+01:00,188
Y,2023-03-12T23:51:59.111+01:00,188
A,2023-03-12T23:51:51.495+01:00,189
B,2023-03-12T23:51:52.574+01:00,189
C,2023-03-12T23:51:52.612+01:00,189
X,2023-03-12T23:51:57.625+01:00,189
Y,2023-03-12T23:51:59.632+01:00,189
A,2023-03-12T23:51:52.236+01:00,190
D,2023-03-12T23:51:55.260+01:00,190
E,2023-03-12T23:51:56.266+01:00,190
A,2023-03-12T23:51:52.394+01:00,191
D,2023-03-12T23:51:54.430+01:00,191
E,2023-03-12T23:51:59.449+01:00,191
A,2023-03-12T23:51:52.549+01:00,192
C,2023-03-12T23:51:53.603+01:00,192
B,2023-03-12T23:51:53.658+01:00,192
X,2023-03-12T23:51:58.692+01:00,192
Y,2023-03-12T23:52:00.699+01:00,192
A,2023-03-12T23:51:53.165+01:00,193
D,2023-03-12T23:51:57.183+01:00,193
E,2023-03-12T23:51:59.196+01:00,193
A,2023-03-12T23:51:54.059+01:00,194
C,2023-03-12T23:51:55.094+01:00,194
B,2023-03-12T23:51:55.160+01:00,194
X,2023-03-12T23:52:00.168+01:00,194
Y,2023-03-12T23:52:02.180+01:00,194
A,2023-03-12T23:51:54.788+01:00,195
D,2023-03-12T23:51:58.797+01:00,195
E,2023-03-12T23:52:01.819+01:00,195
A,2023-03-12T23:51:55.249+01:00,196
D,2023-03-12T23:51:57.294+01:00,196
E,2023-03-12T23:51:59.319+01:00,196
A,2023-03-12T23:51:55.654+01:00,197
D,2023-03-12T23:51:56.660+01:00,197
E,2023-03-12T23:51:59.675+01:00,197
A,2023-03-12T23:51:55.723+01:00,198
D,2023-03-12T23:51:58.732+01:00,198
E,2023-03-12T23:52:01.746+01:00,198
A,2023-03-12T23:51:56.435+01:00,199
D,2023-03-12T23:52:01.458+01:00,199
E,2023-03-12T23:52:06.485+01:00,199
A,2023-03-12T23:51:57.263+01:00,200
B,2023-03-12T23:51:58.333+01:00,200
C,2023-03-12T23:51:58.356+01:00,200
X,2023-03-12T23:52:03.377+01:00,200
Y,2023-03-12T23:52:04.382+01:00,200
